"coverageStatus","generationBucket","referenceStatus","coverageSource","graceSku","websiteSku","family","productGroupSlug","itemName","color","capacity","capacityMl","applicator","capStyle","capColor","materialBucket","currentImageUrl","currentImageUrlCapOff","coverageEvidenceUrl","referenceSource","referencePath","referenceUrl","productUrl","missingPromptFields"
"covered","covered_existing_media","not_needed","convex_shopify_cdn","LB-EMP-CLR-100ML-LPM-SBLK","LBEmp100LtnShnBlk","Empire","","Empire design 100 ml, 3 1/2oz clear glass bottle with shiny black lotion pump. For use with serums, light creams, moisturizers, facial oils or face oils, beard oils, body lotions, body wash, and hair products. Empire design bottle is available in 2 sizes,","Clear","100 ml (3.38 oz)","100","Lotion Pump","Pump","Shiny Black","clear","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779089118479_xk6ji4.png?v=1779091213","https://cdn.sanity.io/images/gh97irjh/production/06fb4a9e231e545b2e1ccb6c37f9f8a5593864d3-2080x2288.png","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779089118479_xk6ji4.png?v=1779091213","","","","https://www.bestbottles.com/product/empire-design-100-ml-glass-bottle-shiny-black-lotion-pump-and-cap",""
"covered","covered_madison_not_synced","not_needed","madison_generated_evidence","GB-RND-CLR-78ML-RDC-SGLD","GBRnd78RdcrShnGl","Round","","Round design 78 ml, 2.65oz  clear glass bottle  with reducer and shiny gold cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Round design bottle is available in 2 sizes - 78ml and 128 ml. Price each","Clear","78 ml (2.64 oz)","78","Reducer","Screw Cap","Shiny Gold","clear","https://www.bestbottles.com/images/store/enlarged_pics/GBRnd78RdcrShnGl.gif","","https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/d4cd4ae9-a9a8-4ea6-ab6f-fd1e19078e5e/best-bottles/reference-imports/Round/GB-RND-CLR-78ML-RDC-SGLD_1779532318075_ya12lb.png","best_bottles_pipeline_sku_jobs","","","https://www.bestbottles.com/product/round-design-78-ml-glass-bottle-reducer-shiny-gold-cap",""
"needs_generation","generate_from_local_reference","local_reference_ready","none","GB-RCT-CLR-10ML-ROL-PKDT-02","GBTallRect10RollPinkDot","Rectangle","","Tall rectangular design 10ml, 1/3oz Clear glass bottle with plastic roller ball plug and pink cap with dots. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, slender bottle with attractive heavy base. Pric","Clear","10 ml (0.34 oz)","10","Plastic Roller Ball","Tall","Pink Dotted","clear","https://www.bestbottles.com/images/store/enlarged_pics/GBTallRect10RollPinkDot.gif","","","madison-masters-2080x2288-all-families-2026-05-08","/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/rectangle/rectangle-10ml-plastic-roller-ball/cap-on/GB-RCT-CLR-10ML-ROL-PKDT-02.png","","https://www.bestbottles.com/product/tall-rectangular-design-10-ml-glass-bottle-plastic-roller-ball-plug-pink-cap-with-dots",""
"needs_generation","generate_from_local_reference","local_reference_ready","none","LB-SLK-CLR-30ML-LPM-COCP","LBSlk30LtnClOvrCap","Sleek","","Sleek design 30 ml, 1oz clear glass bottle with with a matte silver collar treatment pump and clear overcap. For use with serums, light creams, moisturizers, facial oils or face oils, beard oils, body lotions, body wash, and hair products. Sleek design bo","Clear","30 ml (1.01 oz)","30","Lotion Pump","Pump","Clear Overcap","clear","https://www.bestbottles.com/images/store/enlarged_pics/LBSlk30LtnClOvrCap.gif","","","madison-masters-2080x2288-all-families-2026-05-08","/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/sleek/sleek-30ml-lotion-pump/cap-on/LB-SLK-CLR-30ML-LPM-COCP.png","","https://www.bestbottles.com/product/sleek-design-30-ml-glass-bottle-clear-over-the-cap-lotion-pump-matte-silver-collar-cap",""
"covered","covered_madison_not_synced","not_needed","madison_generated_evidence","GB-ELG-FRS-15ML-MRL-MCPR-02","GBElgFrst15MtlRollCuMatt","Elegant","","Elegant 15 ml (0.51 oz) Frosted Glass Bottle with Metal Roller Matte Copper Cap","Frosted","15 ml (0.51 oz)","15","Metal Roller Ball","Roll-On","Matte Copper","frosted","https://www.bestbottles.com/images/store/enlarged_pics/GBElgFrst15MtlRollCuMatt.gif","","https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/best-bottles/reference-images/GB-ELG-FRS-15ML-MRL-MCPR-02__GBElgFrst15MtlRollCuMatt__pdp-main__v001.png","best_bottles_pipeline_sku_jobs","","","https://www.bestbottles.com/product/elegant-design-15-ml-frosted-glass-bottle-metal-roller-ball-plug-matte-copper-cap",""
"covered","covered_madison_not_synced","not_needed","madison_generated_evidence","GB-CIR-CLR-30ML-SPR-MSLV","GBCrcl30SpryMattSl","Circle","","Circle design 30 ml, clear glass bottle with sprayer and matte silver cap. For use with cologne, perfume, air freshner, face and body spray, or room spray. Classic, Circle design is a family of bottles availabel in many sizes. Price each","Clear","30 ml (1.01 oz)","30","Perfume Spray Pump","Spray","Matte Silver","clear","https://www.bestbottles.com/images/store/enlarged_pics/GBCrcl30SpryMattSl.gif","","https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/d4cd4ae9-a9a8-4ea6-ab6f-fd1e19078e5e/best-bottles/reference-imports/Circle/GB-CIR-CLR-30ML-SPR-MSLV_1779596603488_kodyfc.png","best_bottles_pipeline_sku_jobs","","","https://www.bestbottles.com/product/circle-design-30-ml-clear-glass-bottle-sprayer-matte-silver-cap",""
"covered","covered_madison_not_synced","not_needed","madison_generated_evidence","GB-RND-CLR-128ML-ASP-IVSL","GBRnd128AnSpIvySl","Round","","Round design 128 ml, 4.33oz  clear glass bottle  with ivory vintage style bulb sprayer with shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the beaut","Clear","128 ml (4.33 oz)","128","Vintage Bulb Sprayer","Spray","Ivory","clear","https://www.bestbottles.com/images/store/enlarged_pics/GBRnd128AnSpIvySl.gif","","https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/d4cd4ae9-a9a8-4ea6-ab6f-fd1e19078e5e/best-bottles/reference-imports/Round/GB-RND-CLR-128ML-ASP-IVSL_1779532372050_j8xequ.png","best_bottles_pipeline_sku_jobs","","","https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-ivory-vintage-style-bulb-sprayer-shiny-silver-collar-cap",""
"covered","covered_madison_not_synced","not_needed","madison_generated_evidence","GB-CYL-CLR-50ML-AST-PNK","GBCyl50AnSpTslPnk","Cylinder","","Cylinder design 50 ml, 1.7oz  clear glass bottle  with Pink vintage style bulb sprayer with tassel and shiny gold collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance","Clear","50 ml (1.69 oz)","50","Vintage Bulb Sprayer with Tassel","Spray","Pink","clear","https://www.bestbottles.com/images/store/enlarged_pics/GBCyl50AnSpTslPnk.gif","","https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/d4cd4ae9-a9a8-4ea6-ab6f-fd1e19078e5e/paper-doll/master_corrected_1779983630778_aghmzj.png","generated_images","","","https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-pink-vintage-style-sprayer-with-tassel-shiny-gold-collar",""
"covered","covered_existing_media","not_needed","convex_shopify_cdn","LB-EMP-CLR-100ML-LPM-MSLV","LBEmp100LtnMtSl","Empire","","Empire design 100 ml, 3 1/2oz clear glass bottle with matte silver lotion pump. For use with serums, light creams, moisturizers, facial oils or face oils, beard oils, body lotions, body wash, and hair products. Empire design bottle is available in 2 sizes","Clear","100 ml (3.38 oz)","100","Lotion Pump","Pump","Matte Silver","clear","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779089178403_gcf7zy.png?v=1779091210","https://cdn.sanity.io/images/gh97irjh/production/06fb4a9e231e545b2e1ccb6c37f9f8a5593864d3-2080x2288.png","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779089178403_gcf7zy.png?v=1779091210","","","","https://www.bestbottles.com/product/empire-design-100-ml-glass-bottle-matte-silver-lotion-pump-and-cap",""
"covered","covered_madison_not_synced","not_needed","madison_generated_evidence","GB-RND-CLR-78ML-RDC-SSLV","GBRnd78RdcrShnSl","Round","","Round design 78 ml, 2.65oz  clear glass bottle  with reducer and shiny silver cap. For use with cologne, aftershave, splash on, and perfume or fragrance oil, beard oils. Round design bottle is available in 2 sizes - 78ml and 128 ml. Price each","Clear","78 ml (2.64 oz)","78","Reducer","Screw Cap","Shiny Silver","clear","https://www.bestbottles.com/images/store/enlarged_pics/GBRnd78RdcrShnSl.gif","","https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/d4cd4ae9-a9a8-4ea6-ab6f-fd1e19078e5e/best-bottles/reference-imports/Round/GB-RND-CLR-78ML-RDC-SSLV_1779532327850_q38gxz.png","best_bottles_pipeline_sku_jobs","","","https://www.bestbottles.com/product/round-design-78-ml-glass-bottle-reducer-shiny-silver-cap",""
"covered","covered_existing_media","not_needed","convex_shopify_cdn","GB-DEC-CLR-118ML","GBPearClear4ozStpr","Apothecary","","Apothecary style 4oz Clear Pear Bottle with glass stopper. 118ml (3.99oz). Semi-automatic handmade bottle with proper fitting stopper. Not leak proof. For perfumes and fragrance oils.","Clear","118 ml (3.99 oz)","118","","Stopper","Clear","clear","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779428594734_i2bufx_a27d7809-c4d2-4b55-831f-b9657db29a92.png?v=1779470583","","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779428594734_i2bufx_a27d7809-c4d2-4b55-831f-b9657db29a92.png?v=1779470583","","","","https://www.bestbottles.com/product/Apothecary-style-Clear-glass-cylindrical-4oz-glass-stopper","applicator"
"needs_generation","generate_from_local_reference","local_reference_ready","none","LB-SLM-CLR-30ML-LPM-COCP","LBSlm30LtnClOvrCap","Slim","","Slim design 30 ml, 1oz clear glass bottle with with a matte silver collar treatment pump and clear overcap. For use with serums, light creams, moisturizers, facial oils or face oils, beard oils, body lotions, body wash, and hair products. Slim design bott","Clear","30 ml (1.01 oz)","30","Lotion Pump","Pump","Clear Overcap","clear","https://www.bestbottles.com/images/store/enlarged_pics/LBSlm30LtnClOvrCap.gif","","","madison-masters-2080x2288-all-families-2026-05-08","/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/slim/slim-30ml-lotion-pump/cap-on/LB-SLM-CLR-30ML-LPM-COCP.png","","https://www.bestbottles.com/product/slim-design-30-ml-glass-bottle-clear-over-the-cap-lotion-pump-matte-silver-collar-cap",""
"needs_generation","generate_from_local_reference","local_reference_ready","none","GB-RCT-CLR-10ML-ROL-SLDT-02","GBTallRect10RollSlDot","Rectangle","","Tall rectangular design 10ml, 1/3oz Clear glass bottle with plastic roller ball plug and silver cap with dots. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, slender bottle with attractive heavy base. Pr","Clear","10 ml (0.34 oz)","10","Plastic Roller Ball","Tall","Silver Dotted","clear","https://www.bestbottles.com/images/store/enlarged_pics/GBTallRect10RollSlDot.gif","","","madison-masters-2080x2288-all-families-2026-05-08","/Users/jordanrichter/Projects/Clients/Nemat-International/Best-Bottles-Website-02-20-2026/pipeline/madison-hero-sync/renders/madison-masters-2080x2288-all-families-2026-05-08/rectangle/rectangle-10ml-plastic-roller-ball/cap-on/GB-RCT-CLR-10ML-ROL-SLDT-02.png","","https://www.bestbottles.com/product/tall-rectangular-design-10-ml-glass-bottle-plastic-roller-ball-plug-silver-cap-with-dots",""
"covered","covered_madison_not_synced","not_needed","madison_generated_evidence","GB-ELG-FRS-15ML-MRL-BLK-02","GBElgFrst15MtlRollBlkSh","Elegant","","Elegant 15 ml (0.51 oz) Frosted Glass Bottle with Metal Roller Black Cap","Frosted","15 ml (0.51 oz)","15","Metal Roller Ball","Roll-On","Black","frosted","https://www.bestbottles.com/images/store/enlarged_pics/GBElgFrst15MtlRollBlkSh.gif","","https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/best-bottles/reference-images/GB-ELG-FRS-15ML-MRL-BLK-02__GBElgFrst15MtlRollBlkSh__pdp-main__v001.png","best_bottles_pipeline_sku_jobs","","","https://www.bestbottles.com/product/elegant-design-15-ml-frosted-glass-bottle-metal-roller-ball-plug-black-shiny-cap",""
"covered","covered_madison_not_synced","not_needed","madison_generated_evidence","GB-CIR-CLR-30ML-SPR-MGLD","GBCrcl30SpryMattGl","Circle","","Circle design 30 ml, clear glass bottle with sprayer and matte gold cap. For use with cologne, perfume, air freshner, face and body spray, or room spray. Classic, Circle design is a family of bottles availabel in many sizes. Price each","Clear","30 ml (1.01 oz)","30","Perfume Spray Pump","Spray","Matte Gold","clear","https://www.bestbottles.com/images/store/enlarged_pics/GBCrcl30SpryMattGl.gif","","https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/d4cd4ae9-a9a8-4ea6-ab6f-fd1e19078e5e/best-bottles/reference-imports/Circle/GB-CIR-CLR-30ML-SPR-MGLD_1779596600152_uwnzgf.png","best_bottles_pipeline_sku_jobs","","","https://www.bestbottles.com/product/circle-design-30-ml-clear-glass-bottle-sprayer-matte-gold-cap",""
"covered","covered_madison_not_synced","not_needed","madison_generated_evidence","GB-CYL-CLR-50ML-AST-RED","GBCyl50AnSpTslRed","Cylinder","","Cylinder design 50 ml, 1.7oz  clear glass bottle  with Red vintage style bulb sprayer with tasseland shiny silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance","Clear","50 ml (1.69 oz)","50","Vintage Bulb Sprayer with Tassel","Spray","Red","clear","https://www.bestbottles.com/images/store/enlarged_pics/GBCyl50AnSpTslRed.gif","","https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/d4cd4ae9-a9a8-4ea6-ab6f-fd1e19078e5e/paper-doll/master_corrected_1779983707906_hnojxr.png","generated_images","","","https://www.bestbottles.com/product/cylinder-design-50-ml-glass-bottle-red-vintage-style-sprayer-with-tassel-shiny-silver-collar",""
"covered","covered_madison_not_synced","not_needed","madison_generated_evidence","GB-RND-CLR-128ML-ASP-MSLV","GBRnd128AnSpMtSl","Round","","Round design 128 ml, 4.33oz  clear glass bottle  with matte silver vintage style sprayer with matte silver collar cap. For use with cologne, Eau de Parfum, air freshner, face and body spray, or room spray.  Antique or vintage bulb sprayers enhance the bea","Clear","128 ml (4.33 oz)","128","Vintage Bulb Sprayer","Spray","Matte Silver","clear","https://www.bestbottles.com/images/store/enlarged_pics/GBRnd128AnSpMtSl.gif","","https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/d4cd4ae9-a9a8-4ea6-ab6f-fd1e19078e5e/best-bottles/reference-imports/Round/GB-RND-CLR-128ML-ASP-MSLV_1779532393992_6lc42r.png","best_bottles_pipeline_sku_jobs","","","https://www.bestbottles.com/product/round-design-128-ml-glass-bottle-matte-silver-vintage-style-sprayer-matte-silver-collar-cap",""
"covered","covered_existing_media","not_needed","convex_shopify_cdn","LB-EMP-CLR-100ML-LPM-SSLV","LBEmp100LtnShnSl","Empire","","Empire design 100 ml, 3 1/2oz clear glass bottle with shiny silver lotion pump. For use with serums, light creams, moisturizers, facial oils or face oils, beard oils, body lotions, body wash, and hair products. Empire design bottle is available in 2 sizes","Clear","100 ml (3.38 oz)","100","Lotion Pump","Pump","Shiny Silver","clear","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779089250099_duearg.png?v=1779091206","https://cdn.sanity.io/images/gh97irjh/production/06fb4a9e231e545b2e1ccb6c37f9f8a5593864d3-2080x2288.png","https://cdn.shopify.com/s/files/1/0739/9420/7524/files/master_corrected_1779089250099_duearg.png?v=1779091206","","","","https://www.bestbottles.com/product/empire-design-100-ml-glass-bottle-shiny-silver-lotion-pump-and-cap",""
"covered","covered_madison_not_synced","not_needed","madison_generated_evidence","LB-DVA-CLR-46ML-LPM-COCP","LBDiva46LtnClOvrCap","Diva","","Diva design 46 ml, 1.64oz clear glass bottle with with a matte silver collar treatment pump and clear overcap. For use with serums, light creams, moisturizers, facial oils or face oils, beard oils, body lotions, body wash, and hair products. Our Classic D","Clear","46 ml (1.56 oz)","46","Lotion Pump","Pump","Clear Overcap","clear","https://www.bestbottles.com/images/store/enlarged_pics/LBDiva46LtnClOvrCap.gif","","https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/d4cd4ae9-a9a8-4ea6-ab6f-fd1e19078e5e/best-bottles/reference-imports/Diva/LB-DVA-CLR-46ML-LPM-COCP_1779507050863_zvzcy9.png","best_bottles_pipeline_sku_jobs","","","https://www.bestbottles.com/product/diva-design-46-ml-glass-bottle-clear-over-the-cap-lotion-pump-matte-silver-collar-cap",""
"covered","covered_madison_not_synced","not_needed","madison_generated_evidence","GB-RCT-CLR-10ML-ROL-MSLV-02","GBTallRect10RollSlMatt","Rectangle","","Tall rectangular design 10ml, 1/3oz Clear glass bottle with plastic roller ball plug and matte silver cap. For use with perfume or fragrance oil, essential oils, aromatic oils and aromatherapy. Refillable, slender bottle with attractive heavy base. Price","Clear","10 ml (0.34 oz)","10","Plastic Roller Ball","Tall","Matte Silver","clear","https://www.bestbottles.com/images/store/enlarged_pics/GBTallRect10RollSlMatt.gif","","https://likkskifwsrvszxdvufw.supabase.co/storage/v1/object/public/generated-images/4ab1ac72-cd7e-4faf-9152-5aa5f2862411/best-bottles/reference-images/GB-RCT-CLR-10ML-ROL-MSLV-02__GBTallRect10RollSlMatt__pdp-main__v001.png","best_bottles_pipeline_sku_jobs","","","https://www.bestbottles.com/product/tall-rectangular-design-10-ml-glass-bottle-plastic-roller-ball-plug-matte-silver-cap",""
